CODIGO_CLIENTE;UF;IDADE;ESCOLARIDADE;ESTADO_CIVIL;QT_FILHOS;CASA_PROPRIA;QT_IMOVEIS;VL_IMOVEIS;OUTRA_RENDA;OUTRA_RENDA_VALOR;TEMPO_ULTIMO_EMPREGO_MESES;TRABALHANDO_ATUALMENTE;ULTIMO_SALARIO;QT_CARROS;VALOR_TABELA_CARROS;SCORE
6494;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6495;SC;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6496;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6497;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
6498;SP;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6499;MG;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6500;SC;53;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6501;PR;55;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6502;RJ;57;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6503;SP;62;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6504;RJ;65;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6505;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6506;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6507;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6508;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6509;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6510;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6511;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6512;SC;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6513;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6514;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
6515;SP;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6516;MG;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6517;SC;53;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6518;PR;55;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6519;RJ;57;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6520;SP;62;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6521;RJ;65;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6522;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6523;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6524;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6525;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6526;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6527;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6528;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6529;SC;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6530;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6531;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
6532;SP;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6533;MG;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6534;SC;53;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6535;PR;55;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6536;RJ;57;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6537;SP;62;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6538;RJ;65;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6539;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6540;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6541;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6542;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6543;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6544;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6545;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6546;SC;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6547;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6548;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
6549;SP;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6550;MG;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6551;SC;53;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6552;PR;55;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6553;RJ;57;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6554;SP;62;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6555;RJ;65;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6556;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6557;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6558;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6559;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6560;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6561;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6562;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6563;SC;35;Superior Completo;Solteiro;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
6564;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;9;Não;4800;1;50000;18
6565;RJ;45;Superior Cursando;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6566;SP;48;Superior Completo;Divorciado;2;Sim;0;0;Não;0;22;Não;3900;0;0;29
6567;MG;51;Segundo Grau Completo;Divorciado;1;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6568;SC;53;Superior Cursando;Casado;2;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6569;PR;55;Superior Completo;Casado;2;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6570;RJ;57;Segundo Grau Completo;Casado;3;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6571;SP;62;Superior Cursando;Casado;3;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6572;RJ;65;Superior Completo;Viuvo;1;Não;0;0;Não;0;120;Não;9800;0;0;62
6573;SP;19;Superior Cursando;Solteiro;0;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6574;MG;23;Superior Completo;Solteiro;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6575;SC;25;Segundo Grau Completo;Casado;0;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6576;PR;36;Superior Cursando;Casado;1;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6577;RJ;28;Superior Completo;Divorciado;2;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6578;SP;30;Segundo Grau Completo;Divorciado;0;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6579;MG;32;Superior Cursando;Solteiro;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6580;SC;35;Superior Completo;Solteiro;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
6581;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;9;Não;4800;1;50000;18
6582;RJ;45;Superior Cursando;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6583;SP;48;Superior Completo;Divorciado;2;Sim;0;0;Não;0;22;Não;3900;0;0;29
6584;MG;51;Segundo Grau Completo;Divorciado;1;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6585;SC;53;Superior Cursando;Casado;2;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6586;PR;55;Superior Completo;Casado;2;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6587;RJ;57;Segundo Grau Completo;Casado;3;Não;0;0;Não;0;8;Sim;1800;0;0;12
6588;SP;62;Superior Cursando;Casado;3;Não;0;0;Não;0;9;Não;4800;1;50000;18
6589;RJ;65;Superior Completo;Viuvo;1;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6590;SP;19;Superior Cursando;Solteiro;0;Sim;0;0;Não;0;22;Não;3900;0;0;29
6591;MG;23;Superior Completo;Solteiro;1;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6592;SC;25;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6593;PR;27;Superior Cursando;Casado;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6594;RJ;28;Superior Completo;Divorciado;2;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6595;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6596;MG;32;Superior Cursando;Solteiro;1;Não;0;0;Não;0;120;Não;9800;0;0;62
6597;SC;35;Superior Completo;Solteiro;1;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6598;PR;42;Segundo Grau Completo;Casado;0;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6599;RJ;45;Superior Cursando;Casado;0;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6600;SP;48;Superior Completo;Divorciado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6601;MG;51;Segundo Grau Completo;Divorciado;1;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6602;SC;53;Superior Cursando;Casado;2;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6603;PR;55;Superior Completo;Casado;2;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6604;RJ;57;Segundo Grau Completo;Casado;3;Não;0;0;Não;0;8;Sim;1800;0;0;12
6605;SP;62;Superior Cursando;Casado;3;Não;0;0;Não;0;9;Não;4800;1;50000;18
6606;RJ;65;Superior Completo;Viuvo;1;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6607;SP;19;Superior Cursando;Solteiro;0;Sim;0;0;Não;0;22;Não;3900;0;0;29
6608;MG;23;Superior Completo;Solteiro;1;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6609;SC;25;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6610;PR;27;Superior Cursando;Casado;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6611;RJ;28;Superior Completo;Divorciado;2;Não;0;0;Não;0;8;Sim;1800;0;0;12
6612;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;9;Não;4800;1;50000;18
6613;MG;32;Superior Cursando;Solteiro;1;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6614;SC;35;Superior Completo;Solteiro;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6615;PR;42;Segundo Grau Completo;Casado;0;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6616;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6617;SP;48;Superior Completo;Divorciado;2;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6618;MG;51;Segundo Grau Completo;Divorciado;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6619;SC;53;Superior Cursando;Casado;2;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6620;PR;55;Superior Completo;Casado;2;Não;0;0;Não;0;120;Não;9800;0;0;62
6621;RJ;57;Segundo Grau Completo;Casado;3;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6622;SP;62;Superior Cursando;Casado;3;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6623;RJ;65;Superior Completo;Viuvo;1;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6624;SP;19;Superior Cursando;Solteiro;0;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6625;MG;23;Superior Completo;Solteiro;1;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6626;SC;25;Segundo Grau Completo;Casado;0;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6627;PR;27;Superior Cursando;Casado;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6628;RJ;28;Superior Completo;Divorciado;2;Não;0;0;Não;0;8;Sim;1800;0;0;12
6629;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;9;Não;4800;1;50000;18
6630;MG;32;Superior Cursando;Solteiro;1;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6631;SC;35;Superior Completo;Solteiro;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6632;PR;42;Segundo Grau Completo;Casado;0;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6633;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6634;SP;48;Superior Completo;Divorciado;2;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6635;MG;51;Segundo Grau Completo;Divorciado;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
6636;SC;53;Superior Cursando;Casado;2;Não;0;0;Não;0;9;Não;4800;1;50000;18
6637;PR;55;Superior Completo;Casado;2;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6638;RJ;57;Segundo Grau Completo;Casado;3;Sim;0;0;Não;0;22;Não;3900;0;0;29
6639;SP;62;Superior Cursando;Casado;3;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6640;RJ;65;Superior Completo;Viuvo;1;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6641;SP;19;Superior Cursando;Solteiro;0;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6642;MG;23;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6643;SC;25;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6644;PR;27;Superior Cursando;Casado;1;Não;0;0;Não;0;120;Não;9800;0;0;62
6645;RJ;28;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6646;SP;30;Segundo Grau Completo;Divorciado;0;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6647;MG;32;Superior Cursando;Solteiro;1;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6648;SC;35;Superior Completo;Solteiro;1;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6649;PR;42;Segundo Grau Completo;Casado;0;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6650;RJ;45;Superior Cursando;Casado;0;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6651;SP;48;Superior Completo;Divorciado;2;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6652;MG;51;Segundo Grau Completo;Divorciado;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
6653;SC;53;Superior Cursando;Casado;2;Não;0;0;Não;0;9;Não;4800;1;50000;18
6654;PR;55;Superior Completo;Casado;2;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6655;RJ;57;Segundo Grau Completo;Casado;3;Sim;0;0;Não;0;22;Não;3900;0;0;29
6656;SP;62;Superior Cursando;Casado;3;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6657;RJ;65;Superior Completo;Viuvo;1;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6658;RJ;65;Superior Completo;Viuvo;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6659;SP;23;Segundo Grau Completo;Casado;3;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6660;MG;28;Superior Cursando;Casado;3;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6661;SC;30;Superior Completo;Viuvo;1;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6662;PR;32;Superior Cursando;Solteiro;0;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6663;RJ;35;Superior Completo;Solteiro;1;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6664;SP;42;Segundo Grau Completo;Casado;0;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6665;MG;45;Superior Cursando;Casado;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6666;SC;48;Superior Completo;Divorciado;2;Não;0;0;Não;0;8;Sim;1800;0;0;12
6667;PR;51;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;9;Não;4800;1;50000;18
6668;RJ;53;Superior Cursando;Solteiro;1;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6669;SP;55;Superior Completo;Solteiro;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6670;MG;57;Segundo Grau Completo;Casado;0;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6671;SC;62;Superior Cursando;Casado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6672;PR;65;Superior Completo;Divorciado;2;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6673;RJ;19;Segundo Grau Completo;Divorciado;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
6674;SP;23;Superior Cursando;Casado;2;Não;0;0;Não;0;9;Não;4800;1;50000;18
6675;RJ;25;Superior Completo;Casado;2;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6676;SP;27;Segundo Grau Completo;Casado;3;Sim;0;0;Não;0;22;Não;3900;0;0;29
6677;MG;28;Superior Cursando;Casado;3;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6678;SC;30;Superior Completo;Viuvo;1;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6679;PR;32;Superior Cursando;Solteiro;0;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6680;RJ;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6681;SP;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6682;MG;45;Superior Cursando;Casado;1;Não;0;0;Não;0;120;Não;9800;0;0;62
6683;SC;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6684;PR;51;Segundo Grau Completo;Divorciado;0;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6685;RJ;53;Superior Cursando;Solteiro;1;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6686;SP;55;Superior Completo;Solteiro;1;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6687;MG;57;Segundo Grau Completo;Casado;0;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6688;SC;62;Superior Cursando;Casado;0;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6689;PR;65;Superior Completo;Divorciado;2;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6690;RJ;19;Segundo Grau Completo;Divorciado;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
6691;SP;23;Segundo Grau Completo;Casado;3;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6692;RJ;25;Superior Cursando;Casado;3;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6693;SP;27;Superior Completo;Viuvo;1;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6694;MG;28;Superior Cursando;Solteiro;0;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6695;SC;30;Superior Completo;Solteiro;1;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6696;PR;32;Segundo Grau Completo;Casado;0;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6697;RJ;35;Superior Cursando;Casado;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6698;SP;42;Superior Completo;Divorciado;2;Não;0;0;Não;0;8;Sim;1800;0;0;12
6699;MG;45;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;9;Não;4800;1;50000;18
6700;SC;48;Superior Cursando;Solteiro;1;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6701;PR;51;Superior Completo;Solteiro;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6702;RJ;53;Segundo Grau Completo;Casado;0;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6703;SP;55;Superior Cursando;Casado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6704;MG;57;Superior Completo;Divorciado;2;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6705;SC;62;Segundo Grau Completo;Divorciado;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
6706;PR;65;Superior Cursando;Casado;2;Não;0;0;Não;0;9;Não;4800;1;50000;18
6707;RJ;19;Superior Completo;Casado;2;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6708;SP;23;Segundo Grau Completo;Casado;3;Sim;0;0;Não;0;22;Não;3900;0;0;29
6709;RJ;25;Superior Cursando;Casado;3;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6710;SP;27;Superior Completo;Viuvo;1;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6711;MG;28;Superior Cursando;Solteiro;0;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6712;SC;30;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6713;PR;32;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6714;RJ;35;Superior Cursando;Casado;1;Não;0;0;Não;0;120;Não;9800;0;0;62
6715;SP;42;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6716;MG;45;Segundo Grau Completo;Divorciado;0;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6717;SC;48;Superior Cursando;Solteiro;1;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6718;PR;51;Superior Completo;Solteiro;1;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6719;RJ;53;Segundo Grau Completo;Casado;0;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6720;SP;55;Superior Cursando;Casado;0;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6721;MG;57;Superior Completo;Divorciado;2;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6722;SC;62;Segundo Grau Completo;Divorciado;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
6723;PR;65;Segundo Grau Completo;Casado;3;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6724;RJ;19;Superior Cursando;Casado;3;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6725;SP;23;Superior Completo;Viuvo;1;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6726;RJ;25;Superior Cursando;Solteiro;0;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6727;SP;27;Superior Completo;Solteiro;1;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6728;MG;28;Segundo Grau Completo;Casado;0;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6729;SC;30;Superior Cursando;Casado;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6730;PR;32;Superior Completo;Divorciado;2;Não;0;0;Não;0;8;Sim;1800;0;0;12
6731;RJ;35;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;9;Não;4800;1;50000;18
6732;SP;42;Superior Cursando;Solteiro;1;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6733;MG;45;Superior Completo;Solteiro;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6734;SC;48;Segundo Grau Completo;Casado;0;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6735;PR;51;Superior Cursando;Casado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6736;RJ;23;Superior Completo;Divorciado;2;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6737;SP;28;Segundo Grau Completo;Divorciado;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
6738;MG;30;Superior Cursando;Casado;2;Não;0;0;Não;0;9;Não;4800;1;50000;18
6739;SC;32;Superior Completo;Casado;2;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6740;PR;35;Segundo Grau Completo;Casado;3;Sim;0;0;Não;0;22;Não;3900;0;0;29
6741;RJ;42;Superior Cursando;Casado;3;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6742;SP;45;Superior Completo;Viuvo;1;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6743;RJ;48;Superior Cursando;Solteiro;0;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6744;SP;51;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6745;MG;53;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6746;SC;55;Superior Cursando;Casado;1;Não;0;0;Não;0;120;Não;9800;0;0;62
6747;PR;57;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6748;RJ;62;Segundo Grau Completo;Divorciado;0;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6749;SP;65;Superior Cursando;Solteiro;1;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6750;MG;19;Superior Completo;Solteiro;1;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6751;SC;23;Segundo Grau Completo;Casado;0;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6752;PR;25;Superior Cursando;Casado;0;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6753;RJ;27;Superior Completo;Divorciado;2;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6754;SP;28;Segundo Grau Completo;Divorciado;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
6755;MG;30;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
